0.7 0.3,5,0.001,0.001,l2,l1,0.3888888889
0.5 0.5,5,0.001,0.001,l2,l1,0.3684210526
0.3 0.7,5,0.001,0.001,l2,l1,0.358974359
0.5 0.5,4,0.001,0.001,l1,l1,0.35
0.5 0.5,5,0.001,0.001,l1,l1,0.35
0.7 0.3,4,0.001,0.001,l1,l1,0.35
0.7 0.3,5,0.001,0.001,l1,l1,0.35
0.3 0.7,5,0.001,0.001,l1,l1,0.35
0.7 0.3,5,0.001,0.001,l1,l2,0.35
0.7 0.3,5,0.001,1,l1,l1,0.3076923077
0.7 0.3,5,0.001,31.6227766017,l1,l1,0.3076923077
0.7 0.3,5,0.001,1000,l1,l1,0.3076923077
0.7 0.3,5,0.001,1,l1,l2,0.3076923077
0.7 0.3,5,0.001,31.6227766017,l1,l2,0.3076923077
0.7 0.3,5,0.001,1000,l1,l2,0.3076923077
0.5 0.5,5,0.001,0.001,l1,l2,0.2857142857
0.3 0.7,5,0.0316227766,0.001,l1,l1,0.275862069
0.5 0.5,5,0.001,0.001,l2,l2,0.275862069
0.7 0.3,5,0.001,0.0316227766,l1,l2,0.2666666667
0.7 0.3,5,0.001,0.0316227766,l1,l1,0.25
0.3 0.7,5,0.001,0.001,l2,l2,0.2222222222
0.7 0.3,5,0.001,0.0316227766,l2,l1,0.2142857143
0.3 0.7,5,0.001,1,l1,l1,0.2105263158
0.3 0.7,5,0.001,1,l1,l2,0.2105263158
0.3 0.7,5,0.001,0.001,l1,l2,0.2068965517
0.3 0.7,5,0.001,0.0316227766,l1,l2,0.2
0.7 0.3,5,0.001,0.001,l2,l2,0.2
0.5 0.5,5,0.001,1,l1,l2,0.1904761905
0.3 0.7,5,0.0316227766,0.0316227766,l1,l2,0.1904761905
0.5 0.5,5,0.001,1,l1,l1,0.1818181818
0.5 0.5,5,0.001,31.6227766017,l1,l1,0.1818181818
0.5 0.5,5,0.001,1000,l1,l1,0.1818181818
0.3 0.7,5,0.001,0.0316227766,l1,l1,0.1818181818
0.5 0.5,5,0.001,0.0316227766,l1,l2,0.1818181818
0.5 0.5,5,0.001,31.6227766017,l1,l2,0.1818181818
0.5 0.5,5,0.001,1000,l1,l2,0.1818181818
0.3 0.7,5,0.001,0.0316227766,l2,l2,0.1818181818
0.3 0.7,5,0.001,0.0316227766,l2,l1,0.1739130435
0.5 0.5,5,0.001,0.0316227766,l1,l1,0.1666666667
0.5 0.5,5,0.001,0.0316227766,l2,l2,0.1666666667
0.5 0.5,5,0.001,0.0316227766,l2,l1,0.16
0.5 0.5,4,0.001,0.0316227766,l1,l2,0.1538461538
0.7 0.3,4,0.001,0.0316227766,l1,l2,0.1538461538
0.3 0.7,4,0.001,0.0316227766,l1,l2,0.1538461538
0.5 0.5,5,0.0316227766,0.001,l1,l1,0.1481481481
0.7 0.3,5,0.0316227766,0.001,l1,l1,0.1481481481
0.3 0.7,5,1,0.001,l1,l1,0.1481481481
0.3 0.7,5,31.6227766017,0.001,l1,l1,0.1481481481
0.3 0.7,5,1000,0.001,l1,l1,0.1481481481
0.3 0.7,5,0.0316227766,0.001,l1,l2,0.1481481481
0.5 0.5,5,0.0316227766,0.001,l2,l1,0.1481481481
0.3 0.7,5,0.0316227766,0.001,l2,l1,0.1481481481
0.3 0.7,5,1,0.001,l2,l1,0.1481481481
0.3 0.7,5,31.6227766017,0.001,l2,l1,0.1481481481
0.3 0.7,5,1000,0.001,l2,l1,0.1481481481
0.7 0.3,5,0.001,0.0316227766,l2,l2,0.1481481481
0.5 0.5,4,31.6227766017,1,l1,l1,0.1428571429
0.5 0.5,4,1000,1,l1,l1,0.1428571429
0.5 0.5,4,1,0.0316227766,l1,l2,0.1428571429
0.5 0.5,4,31.6227766017,0.0316227766,l1,l2,0.1428571429
0.5 0.5,4,31.6227766017,1,l1,l2,0.1428571429
0.5 0.5,4,1000,0.0316227766,l1,l2,0.1428571429
0.5 0.5,4,1000,1,l1,l2,0.1428571429
0.5 0.5,4,31.6227766017,1,l2,l1,0.1428571429
0.5 0.5,4,1000,1,l2,l1,0.1428571429
0.5 0.5,4,1,0.0316227766,l2,l2,0.1428571429
0.5 0.5,4,31.6227766017,0.0316227766,l2,l2,0.1428571429
0.5 0.5,4,31.6227766017,1,l2,l2,0.1428571429
0.5 0.5,4,1000,0.0316227766,l2,l2,0.1428571429
0.5 0.5,4,1000,1,l2,l2,0.1428571429
0.5 0.5,4,0.0316227766,1,l1,l1,0.1333333333
0.5 0.5,4,0.0316227766,31.6227766017,l1,l1,0.1333333333
0.5 0.5,4,0.0316227766,1000,l1,l1,0.1333333333
0.7 0.3,4,1,1,l1,l1,0.1333333333
0.3 0.7,4,0.0316227766,0.0316227766,l1,l1,0.1333333333
0.5 0.5,4,0.0316227766,1,l1,l2,0.1333333333
0.5 0.5,4,0.0316227766,31.6227766017,l1,l2,0.1333333333
0.5 0.5,4,0.0316227766,1000,l1,l2,0.1333333333
0.7 0.3,4,1,1,l1,l2,0.1333333333
0.7 0.3,4,31.6227766017,1,l1,l2,0.1333333333
0.7 0.3,4,1000,1,l1,l2,0.1333333333
0.7 0.3,4,1,1,l2,l1,0.1333333333
0.3 0.7,4,0.001,0.0316227766,l2,l1,0.1333333333
0.7 0.3,4,1,1,l2,l2,0.1333333333
0.7 0.3,4,31.6227766017,1,l2,l2,0.1333333333
0.7 0.3,4,1000,1,l2,l2,0.1333333333
0.5 0.5,4,1,0.0316227766,l1,l1,0.125
0.5 0.5,4,31.6227766017,0.0316227766,l1,l1,0.125
0.5 0.5,4,1000,0.0316227766,l1,l1,0.125
0.7 0.3,4,1,31.6227766017,l1,l1,0.125
0.7 0.3,4,1,1000,l1,l1,0.125
0.7 0.3,4,31.6227766017,1,l1,l1,0.125
0.7 0.3,4,31.6227766017,31.6227766017,l1,l1,0.125
0.7 0.3,4,31.6227766017,1000,l1,l1,0.125
0.7 0.3,4,1000,1,l1,l1,0.125
0.7 0.3,4,1000,31.6227766017,l1,l1,0.125
0.7 0.3,4,1000,1000,l1,l1,0.125
0.7 0.3,4,1,31.6227766017,l1,l2,0.125
0.7 0.3,4,1,1000,l1,l2,0.125
0.7 0.3,4,31.6227766017,31.6227766017,l1,l2,0.125
0.7 0.3,4,31.6227766017,1000,l1,l2,0.125
0.7 0.3,4,1000,31.6227766017,l1,l2,0.125
0.7 0.3,4,1000,1000,l1,l2,0.125
0.5 0.5,4,0.001,1,l2,l1,0.125
0.5 0.5,4,0.001,31.6227766017,l2,l1,0.125
0.5 0.5,4,0.001,1000,l2,l1,0.125
0.5 0.5,4,1,0.0316227766,l2,l1,0.125
0.5 0.5,4,31.6227766017,0.0316227766,l2,l1,0.125
0.5 0.5,4,1000,0.0316227766,l2,l1,0.125
0.7 0.3,4,1,31.6227766017,l2,l1,0.125
0.7 0.3,4,1,1000,l2,l1,0.125
0.7 0.3,4,31.6227766017,1,l2,l1,0.125
0.7 0.3,4,31.6227766017,31.6227766017,l2,l1,0.125
0.7 0.3,4,31.6227766017,1000,l2,l1,0.125
0.7 0.3,4,1000,1,l2,l1,0.125
0.7 0.3,4,1000,31.6227766017,l2,l1,0.125
0.7 0.3,4,1000,1000,l2,l1,0.125
0.5 0.5,4,0.001,1,l2,l2,0.125
